source_row_id,matched_standardizedItemId,confidence,decision,reason
418,KVI-FMCG-0016,0.7718,match,"The competitor product 'Singha Beer 490ml' matches exactly with the master product 'Singha Beer 490ml' based on the brand 'Singha', size '490ml', and unit 'ml'."
882,KVI-HARD-0016,0.8769,match,"The competitor product 'Ziploc Storage Bag Gallon 38pcs BUY1GET1!!!' exactly matches the master list product 'Ziploc Storage Bag Gallon 38pcs' in brand, model, size quantity (38pcs), and physical unit (pcs). The presence of 'BUY1GET1!!!' does not alter the core descriptive elements."
611,KVI-FMCG-0010,0.8826,match,"The competitor product 'Spr. Lemon-Lime 325ML' matches with the master KVI product 'Sprite Lemon-Lime 325ml' because both have the same brand 'Sprite', the exact model size of 325ml, and the same flavor identified as Lemon-Lime. The case sensitivity in the title can be disregarded for matching purposes."
1896,,0.0,no_match,"The competitor product is a 'Generic phone case clear silicone', which does not match any of the listed products (Samsung Galaxy Buds 2 and SanDisk Ultra SD cards) by brand, model, size, or category."
1654,KVI-HARD-0003,0.9612,no_match,"The competitor product '3M Duct Tape Silver 48mm' matches the brand '3M', product name '3M Duct Tape Silver', and size '48mm', but the model 'Heavy' is specifically mentioned in the KVI master list item. However, since this product is also described accurately and matches the size exactly, the decision should be 'match' rather than 'no_match'. Hence, the final output includes the matched item ID."
674,KVI-FMCG-0021,0.9,match,"The competitor product is 'Heineken Lager 330ml', which matches exactly with the master KVI candidate 'Heineken Lager 330ml'. Both the brand ('Heineken'), product name ('Lager'), model ('Original'), size (330ml), and unit (ml) are confirmed to match perfectly."
209,KVI-FMCG-0038,0.9015,match,"The competitor product 'M-150 Energy Drink 250.' matches exactly with the master KVI candidate 'M-150 Energy Drink 250ml' in brand ('M-150'), model ('Original'), and quantity (250ml). The unit of measurement (ml) also matches."
1937,,0.0,no_match,"The competitor product is a USED iPhone 8 64GB, which does not match any of the products in the master KVI list, which include SanDisk and Kingston products. The brand (Apple vs SanDisk/Kingston), model (iPhone vs SanDisk Ultra/Kingston DT100), and type (smartphone vs memory card) do not match."
1258,KVI-ELEC-0013,0.8416,match,"The competitor product 'เสี่ยวมี่ Xiaomi Mi Power Bank 20000 1pcs' matches with the master list item 'Xiaomi Mi Power Bank 20000 1pcs' based on brand 'Xiaomi', exact model name matches (though not provided in the competitor title), size quantity of '1', and the unit 'pcs'. All identifiers align with KVI standards."
93,KVI-HARD-0045,0.8826,match,"The competitor's product 'Bosch Drill Bit Set 15pcs' matches exactly with the master KVI candidate 'Bosch Drill Bit Set 15pcs'. The brand 'Bosch' is the same, the model is 'PRO', the pack size is 15pcs with the unit in pcs which confirms it is the same product."
622,KVI-FMCG-0051,1.0,match,"The competitor product 'Lay's Sour Cream Onion 75g SUPER SAVE' matches the KVI master item 'Lay's Sour Cream Onion 75g' in brand ('Lay's'), model ('Sour Cream'), size (75g), and unit (g). The descriptions are identical after cleaning, confirming a match."
240,KVI-FMCG-0026,0.932,match,"The competitor product 'Singha Drinking Water 1.5L Limited!' matches exactly with the master entry 'Singha Drinking Water 1.5L' in terms of brand (Singha), model (Water), package size (1.5L), and unit (L). No discrepancies found."
207,KVI-FMCG-0025,0.8,match,"The competitor product 'Singh Singha Drinking Wat. 600ml ใหม่!' matches exactly with the master list item 'Singha Drinking Water 600ml' in terms of brand (Singha), model (Water), size (600ml), and unit (ml). Further, there are no discrepancies in flavor or variant."
1240,KVI-FMCG-0027,0.8848,match,"The competitor product 'Singha Drinking Water 6L' matches exactly with the master list item 'Singha Drinking Water 6L'. The brand 'Singha', model 'Water', size '6L' and units 'L' all match perfectly."
1229,KVI-ELEC-0034,0.95,match,"The competitor product 'Anker HDMI Cab. 1.8m' has the same brand 'Anker', the same model type as inferred 'A8602' from the standardized master list, exact size '1.8m' and unit 'm', which confirms a match."
1756,KVI-ELEC-0033,1.0,match,"The competitor product 'Belkin HDMI Cable 2m Limited!' matches the master product 'Belkin HDMI Cable 2m' exactly on brand (Belkin), model (F3Y023), size (2m), and unit (m). No other flavor, variant, or size differences are present."
846,KVI-FMCG-0102,0.8804,match,"The competitor product 'Tide Powder Detergent 3kg x12 PACK' matches the KVI item 'Tide Powder Detergent 3kg' on brand 'Tide', model 'Original', size '3kg', and unit 'kg'. The only difference noted is the packaging (x12 PACK), which does not affect the match logic as the core product details match exactly."
1810,,0.0,no_match,"The competitor product is a 'Cooking apron floral pattern', which does not match any of the available master KVI candidates that include fabric softeners and dish sponges. The categories and product types do not align."
120,KVI-FMCG-0012,0.8648,match,"The competitor product 'Sprite Lemon-Lime 1.5L' matches exactly with the master item 'Sprite Lemon-Lime 1.5L' in brand (Sprite), model (Classic), size (1.5L), and unit (L)."
1823,,0.0,no_match,"The competitor product 'DIY craft glue gun mini' does not match any of the available master KVI candidates. The products differ in brand, model, and description of the item. The competitor product is a glue gun, while all master candidates are types of glue in tube formats. Thus, it is concluded as 'no_match'."
1518,KVI-ELEC-0014,0.9535,match,"The competitor product 'Belkin Surge Protector 6-Outlet 1pcs' matches the master list item 'Belkin Surge Protector 6-Outlet 1pcs' in terms of brand 'Belkin', exact product name, model 'BSV804', size quantity of 1, and unit 'pcs'."
958,KVI-ELEC-0012,0.8365,match,"The competitor product 'Anker PowerCore 10000 1pcs' matches exactly with the master item 'Anker PowerCore 10000 1pcs' in terms of brand, model, size, and packaging units. Both items have the same brand 'Anker', product name, pack size of 1.0, and unit 'pcs'."
1702,KVI-ELEC-0015,1.0,match,"The competitor product 'Energizer Max AA 2pcs Free Delivery' exactly matches the master KVI item 'Energizer Max AA 2pcs'. The brand is 'Energizer', the model is 'Max', the pack size is 2 pcs, and the units are the same."
213,KVI-FMCG-0098,1.0,match,"Both the brand 'Nivea' and the model 'Whitening' match exactly. The pack size is 200.0 ml in both entries, which is an exact match."
919,KVI-FMCG-0056,0.8188,match,"The competitor's product 'Tasto Potato Chi. 27g' has matching brand 'Tasto', model 'Salted', size '27g', and unit 'g'. Thus, it is a valid match."
1066,KVI-FMCG-0065,0.9344,match,"The competitor product 'WaiWai Original 60g' matches the master list entry 'WaiWai Original 60g' in all aspects: brand 'WaiWai', model 'Original', size '60g', and unit 'g'."
1168,KVI-ELEC-0021,0.7392,match,"The competitor product 'Durcell Plus Power AA 4pcs' matches exactly with the master product 'Duracell Plus Power AA 4pcs' in brand, model, pack size (4pcs), and unit (pcs), confirming it is a true match."
934,KVI-ELEC-0010,0.8996,match,"The competitor product 'Sumsung Samsung 25W Fast Charger 1pcs' matches the master list item 'Samsung 25W Fast Charger 1pcs' based on exact brand 'Samsung', model name as included, size quantity '1', and physical metric units 'pcs'. The mismatch in spelling of 'Sumsung' appears to be a typographical error while the core attributes required for a match are met."
1027,KVI-FMCG-0011,0.9,match,"The competitor product is 'Sprite Lem. 1.25L BUNDLE', which matches the master list item 'Sprite Lemon-Lime 1.25L' in brand (Sprite), model (Classic), and size (1.25L). No discrepancies in flavor or variant were found."
1192,KVI-FMCG-0003,0.8038,match,"The brand 'Coca-Cola' matches exactly. Model 'Classic' is consistent as it describes the original taste. Size is 1.25L, which matches the competitor entry's description of 'Coca-Cola Ori. Taste 1.25L'. The metrics and identifiers are consistent, thus confirming a match."
1510,KVI-FMCG-0061,0.93,match,"The competitor product 'MAMA Tom Yum Goong 60g' matches exactly with the master product 'MAMA Tom Yum Goong 60g'. Brand: MAMA, Model: Tom Yum, Size: 60g are identical. The product is confirmed as a match."
284,KVI-FMCG-0020,0.682,match,"The competitor product 'Chang Beer 620' matches the master item 'Chang Beer 620ml' in brand (Chang), size (620ml), and model (Classic). Therefore, it is considered a match."
410,KVI-FMCG-0013,0.9637,match,"The competitor product 'Fanta Orange 325ML PACK 12' matches the master KVI candidate 'Fanta Orange 325ml'. Both products share the same brand 'Fanta', model 'Orange', pack size of 325ml, and unit. The only difference is the packaging description (PACK 12), which does not affect the core product matching."
1949,,0.0,no_match,"The competitor product 'Plastic flower pot 6 inch' does not match any of the master items. No exact brand, model, or size match found. It is a different type of product."
507,KVI-ELEC-0002,0.95,match,"The competitor product 'Apple Lightning USB Cable 2m' matches the master entry 'Apple Lightning USB Cable 2m' exactly in brand, model (MD818), size (2m), and unit (meters)."
794,KVI-FMCG-0115,0.9625,match,"The competitor product 'Magiclean Bathroom Spray 500ml' matches exactly with the master KVI product in terms of brand 'Magiclean', product name 'Magiclean Bathroom Spray', size '500ml', and physical metric unit 'ml'."
608,KVI-FMCG-0064,0.95,match,"Brand matches ('MAMA'), model matches ('Pork'), size matches (60g), and unit matches (g)."
1540,KVI-FMCG-0111,0.95,match,"The competitor product 'Detol Dettol Antibacterial Liquid 1.2L' matches exactly with master KVI candidate 'Dettol Antibacterial Liquid 1.2L' in terms of brand which is 'Dettol', model which is 'Original', size quantity of 1.2L, and physical metric units being liters."
491,KVI-FMCG-0068,1.0,match,"The competitor product 'Yum Yum Chicken Noodle 90g' matches the master list entry with the same product name, brand 'Yum Yum', size '90g', and category 'fmcg'. All identifiers match exactly."
1426,KVI-ELEC-0029,0.8532,match,"The competitor product 'SnDisk Ultra SD 128GB 1pcs BIG SALE' matches the master product 'SanDisk Ultra SD 128GB 1pcs' in brand, model, size, and unit. The only difference is the spelling of the brand name (SnDisk vs SanDisk), but since this is a common typographical error and the rest of the details align perfectly, it is considered a match."
101,KVI-HARD-0026,1.0,match,"The competitor product 'Scotch-Brite Dish Sponge 6pcs Save 20฿' matches exactly with the master list item 'Scotch-Brite Dish Sponge 6pcs'. Both have the same brand 'Scotch-Brite', model name is not listed but the category and type of product match, and the size is 6 pcs which is also confirmed in the master list."
483,KVI-HARD-0006,0.7742,match,"The competitor product 'Stanley Screwdriver Set 6pcs Hot Deal' matches the KVI master list item 'Stanley Screwdriver Set 6pcs'. Both entries have the same brand 'Stanley', same model naming convention, identical quantity of 6pcs, and the physical metric units are consistent (pcs). However, the competitor's entry includes 'Hot Deal' which does not affect the matching criteria."
1845,,0.0,no_match,"The competitor product is a 'Cooking apron floral pattern' which does not match any items from the KVI master list. The top candidates listed are fabric softeners and dish sponges, which are entirely different categories of products."
1357,KVI-ELEC-0030,0.95,match,"The competitor product 'Kingston DataTraveler 64GB 1pcs PACK 12' matches the master KVI candidate 'Kingston DataTraveler 64GB 1pcs' in terms of brand ('Kingston'), exact model ('DT100'), size quantity (64GB), physical metric unit (1pcs), and there is no discrepancy in flavor or variant."
1892,,0.0,no_match,"The competitor product 'USED iPhone 8 64GB unlocked' does not match any of the master KVI candidates which are storage products (SanDisk and Kingston SD cards), thus they differ in type and category."
1529,KVI-FMCG-0088,0.98,match,"The competitor product 'Sunsilk Shampoo Black Shine 480ML' matches exactly with the master entry 'Sunsilk Shampoo Black Shine 480ml' in terms of brand 'Sunsilk', model 'Black', pack size '480' and unit 'ml'."
1984,,0.0,no_match,"The competitor product 'Plastic flower pot 6 inch' does not match any item in the master list. The products in the master list are watering cans and a sponge, which do not align in terms of product type, brand, size, or comparable features."
1950,,0.0,no_match,Filtered by local retrieval layer: Similarity score fell well below minimum structural threshold.
591,KVI-FMCG-0115,0.83,match,"The product matches exactly with the brand 'Magiclean', the model 'Original', size '500ml' and the unit 'ml'. The competitor product and master list product both describe the same item with no variation in flavor or type."
419,KVI-FMCG-0015,0.95,match,"The competitor product is 'Singha Beer 320ml SET 6 ขวด', which has a cleaned title of 'Singha Beer 320ml'. The KVI candidate 'Singha Beer 320ml' matches the product name exactly, the brand 'Singha' matches, and the pack size is 320ml, which are identical. Therefore, it is confirmed to be a true match."
12,KVI-FMCG-0092,0.9473,match,"The competitor product 'Colgate Toothpaste Total 75g' exactly matches the master list product with the same brand 'Colgate', model 'Total', size '75g', and units 'g'."
378,KVI-FMCG-0038,0.9696,match,"The competitor product 'M-150 Energy Drink 250ml' matches exactly in brand ('M-150'), model ('Original'), size quantity (250ml), and unit ('ml') with the master KVI candidate 'M-150 Energy Drink 250ml'. A high similarity score supports this match."
8,KVI-FMCG-0022,0.95,match,"Competitor product 'Heineken ลิตรger 500ml' matches brand 'Heineken', model 'Lager', and size '500ml' exactly to the master list product 'Heineken Lager 500ml' with packSize 500.0 and unit 'ml'."
1557,KVI-FMCG-0064,1.0,match,"The competitor product's title 'MAMA Pork Flavor 60g' matches exactly with the master KVI candidate 'MAMA Pork Flavor 60g'. The brand 'MAMA', model 'Pork', and packSize of 60g in the competitor product entry are consistent with the top candidate. Therefore, this entry is a confirmed match."
199,KVI-HARD-0024,0.9649,match,"The competitor product 'Scotch-Brite Dish Sponge 2pcs' matches the master list item on brand 'Scotch-Brite', model 'Soft', size '2pcs', and physical unit 'pcs'. All identifiers align perfectly."
166,KVI-HARD-0003,0.9612,match,Brand '3M' matches; Model 'Heavy' has similar functionality; Size 48mm matches exactly.
1710,KVI-HARD-0013,0.9299,match,"The competitor product 'Glad Trash Bag Black 30 Gal. 15pcs' matches the master KVI candidate 'Glad Trash Bag Black 30 Gallon 15pcs' in brand (Glad), model (Strong), pack size (15pcs, confirmed as 15.0), and unit (pcs). The only difference being the wording 'Gal.' and 'Gallon', which refers to the same volume measurement. Thus, it qualifies as a match."
1026,KVI-FMCG-0031,0.9479,match,"The product 'Sprinkle Drinking Water 330ML' matches exactly with the master list entry 'Sprinkle Drinking Water 330ml' in terms of brand 'Sprinkle', model 'Water', size 330ml, and unit 'ml'."
1376,KVI-FMCG-0013,1.0,match,"The competitor product 'Fanta Orange 325ml ใหม่!' matches exactly with the master KVI candidate 'Fanta Orange 325ml'. Both share the same brand 'Fanta', model 'Orange', size of '325ml', and unit 'ml'."
1261,KVI-FMCG-0002,0.8,match,"The competitor product 'Coca Cola Coca-Cola Original Taste 500ml' matches exactly with the master product 'Coca-Cola Original Taste 500ml'. The brand 'Coca-Cola' matches, the model 'Classic' matches the description of the competitor title, the packSize of 500 ml matches, and the unit 'ml' is consistent. Therefore, this product is confirmed as a match."
1567,KVI-HARD-0039,0.9703,match,"Brand matches Karcher; model implicitly assumed to be Standard; size of 15m, which matches exactly; unit in meters. Thus, the competitor product matches the master list."
257,KVI-FMCG-0097,0.682,match,"The competitor product is 'Nivea Body Lotion Whitening 100ml' which matches exactly with the master item 'Nivea Body Lotion Whitening 100ml' in brand ('Nivea'), model ('Whitening'), size (100.0 ml) and units (ml)."
717,KVI-ELEC-0002,0.85,match,"The competitor product title 'Apple Lightning USB Cable 2m' matches the master list item 'Apple Lightning USB Cable 2m' in brand (Apple), model (MD818), size (2m), and unit (m) exactly."
436,KVI-FMCG-0004,0.7838,match,"The competitor product 'Coca-Cola Original Taste 1.5L' matches the master product with exact brand 'Coca-Cola', exact product name 'Coca-Cola Original Taste 1.5L', exact size '1.5L', and identical physical metric unit 'L'."
1464,KVI-HARD-0014,0.9,match,"The competitor product 'Glad Trash Bag Black 30 Gallon 30pcs' matches exactly with the master entry 'Glad Trash Bag Black 30 Gallon 30pcs' in terms of brand ('Glad'), model ('Strong'), size (30 Gallon), quantity (30pcs), and metrics (pcs). The slight difference in the presence of 'ลดราคา' in the competitor title does not affect the match."
932,KVI-FMCG-0003,0.9,match,"The competitor product 'Coca-Cola Original Taste 1.25L ใหม่!' matches the master KVI entry for 'Coca-Cola Original Taste 1.25L' because the brand 'Coca-Cola' is the same, the model is compatible with 'Classic', the size is exactly 1.25L, and the units match. No differences in flavor, variant, or size."
1948,,0.0,no_match,"The competitor product 'Cute cat ear hairband' does not match any master list entries. It does not have a corresponding brand identifier or model in the available KVI candidates, which are all electronics and unrelated to hair accessories."
427,KVI-FMCG-0047,1.0,match,"The competitor product 'Lay's Classic Salted 75g' matches exactly with the master KVI product 'Lay's Classic Salted 75g' in terms of brand ('Lay's'), model ('Classic'), and pack size (75g). The product descriptions are identical."
633,KVI-ELEC-0021,1.0,match,"The competitor product 'Duracell Plus Power AA 4pcs' matches exactly with the master product 'Duracell Plus Power AA 4pcs'. The brand is 'Duracell', model is 'Plus', size quantity is 4, and the unit is 'pcs'."
1408,KVI-FMCG-0071,0.8632,match,"The competitor product 'Foremost Fresh Milk 830.' matches the master KVI candidate 'Foremost Fresh Milk 830ml' in terms of brand 'Foremost', model 'Fresh', pack size 830.0, and unit 'ml'. The only difference is the unit representation where the competitor title does not explicitly mention 'ml', but it can be inferred. Therefore, the match is confirmed."
1172,KVI-HARD-0031,0.9,match,"The competitor product 'Windex Glss Cleaner 500ml x12 PACK' matches the master list item 'Windex Glass Cleaner 500ml' by brand (Windex) and size (500ml), although it refers to a pack of 12, indicating a bulk packaging which does not affect the match criteria."
1214,KVI-FMCG-0053,0.95,match,"The competitor product is 'Pringles Original 147g Hot Deal', and matches the master KVI candidate 'Pringles Original 147g'. Both have the same brand 'Pringles', model 'Original', pack size of 147g, and unit 'g'. The only difference is the addition of 'Hot Deal' in the competitor title, which does not affect the match."
1021,KVI-ELEC-0022,1.0,match,"The competitor product 'Duracell Plus Power AA 8pcs' matches exactly with the master product 'Duracell Plus Power AA 8pcs' in terms of brand 'Duracell', model 'Plus', pack size '8', and unit 'pcs'."
929,KVI-FMCG-0062,1.0,match,"The competitor product 'MAMA Tom Yum Goong 90g' matches the master KVI candidate 'MAMA Tom Yum Goong 90g' by brand ('MAMA'), model ('Tom Yum'), pack size (90g), and unit (g). All identifiers are consistent and exact."
1437,KVI-FMCG-0064,0.9,match,1. Brand identifier matches exactly: 'MAMA'. 2. Model name matches exactly: 'Pork'. 3. Pack size matches exactly: 60g. 4. Physical metric units match exactly: grams.
728,KVI-FMCG-0042,0.9195,match,"The competitor product 'Lipton Lemon Tea 450ML SUPER SAVE' has the same brand 'Lipton', model 'Lemon', and size '450ml' (exact match in unit). No differences found in flavors or variants, confirming a true match."
1442,KVI-FMCG-0104,0.8242,match,"The competitor product matches the master item on brand (Comfort), model (Pink), size (1.4L), and unit of measure (L). The titles are also consistent, confirming it is the same product."
1840,,0.0,no_match,"The competitor product is a 'Cooking apron floral pattern', which does not match any branded product or category in the master list, as all the master candidates are fabric softeners or sponges."
225,KVI-FMCG-0095,0.95,match,"The competitor product 'Sensodyne Too. Original 75g Hot Deal' matches the master list product 'Sensodyne Toothpaste Original 75g' in terms of brand (Sensodyne), model (Original), pack size (75g), and unit of measurement (g). No discrepancies in flavor, size, or variant were found, so this is a confirmed match."
61,KVI-FMCG-0095,0.95,match,The brand 'Sensodyne' matches the competitor product. The model 'Original' is consistent with the competitor's model. The pack size of '75g' corresponds exactly with the competitor's description. No discrepancies in units or flavor variants found.
1574,KVI-FMCG-0038,0.8493,match,"The competitor product M-150 Energy Drink 250ml Hot Deal matches with KVI item M-150 Energy Drink 250ml. Both have the same brand 'M-150', model as 'Original', size of 250ml, and metric units are identical."
146,KVI-ELEC-0033,0.7627,no_match,"The competitor product is 'Bel. HDMI Cable 2m' which is similar to 'Belkin HDMI Cable 2m'. However, the brand 'Bel.' does not exactly match the required brand 'Belkin', which leads to a decision of no_match due to differing brand identifiers."
707,KVI-ELEC-0025,0.9631,match,"The competitor product 'Philips LED Bulb 9W Warm White 1pcs' matches exactly with the master entry regarding brand 'Philips', model 'Essential', size '1pcs', and unit 'pcs'. All identifiers are consistent."
1427,KVI-FMCG-0081,0.925,match,"The competitor product 'Anchor Butter Salted 454g' matches with the master item 'Anchor Butter Salted 454g'. The brand is 'Anchor', the model is 'Salted', the size is 454g, and the unit is 'g', all of which are identical."
505,KVI-FMCG-0074,1.0,match,"The competitor product 'เมจิ Meiji Fresh Milk 450ML' matches directly with the master item 'Meiji Fresh Milk 450ml' in brand, model, size (450ml), and unit (ml). The descriptions match exactly, confirming a true match."
1938,,0.0,no_match,"The competitor product 'Generic phone case clear silicone' does not match any items in the master list. The product is a phone case, while the available candidates are electronic accessories (Samsung Galaxy Buds and SanDisk SD cards). There is no brand or model match, and the category differs significantly."
969,KVI-HARD-0024,0.764,match,"The competitor product 'Scotch-Brite Dish Sponge 2pcs ใหม่!' is an exact match with the master list item 'Scotch-Brite Dish Sponge 2pcs' in terms of brand (Scotch-Brite), model (Soft), pack size (2pcs), and unit (pcs). The only difference is the inclusion of 'ใหม่!' in the product title, which is a promotional text and not a defining characteristic that would change the match status."
1107,KVI-FMCG-0002,0.9,match,"The competitor product 'Coca-Cola Original Taste 500ml' matches the master product 'Coca-Cola Original Taste 500ml' in brand (Coca-Cola), model (Classic), size (500ml), and units (ml) exactly."
858,KVI-FMCG-0055,0.95,match,"The competitor product 'Pringles Sour Cream 147g' matches our master list entry for 'Pringles Sour Cream 147g' with exact brand, model, size (147g), and unit (g), indicating a direct match."
1137,KVI-HARD-0030,0.96,match,"The competitor product 'Clorox Disinfecting Wipes 75pcs' matches the master list entry 'Clorox Disinfecting Wipes 75pcs' exactly in brand (Clorox), model (Original), size quantity (75 pcs), and unit (pcs)."
793,KVI-FMCG-0087,1.0,match,"The competitor product 'Sunsilk Shampoo Black Shine 320ml' matches exactly with the master KVI candidate 'Sunsilk Shampoo Black Shine 320ml'. Both have the brand 'Sunsilk', model 'Black', size 320ml, and match in all relevant details such as product name and physical metric units."
676,KVI-FMCG-0091,0.859,match,"The competitor product 'Dove Body Wash Original 1L GIFT SET' matches the master entry 'Dove Body Wash Original 1L' based on brand (Dove), model (Original), size (1L), and unit (L), with no variation in flavor or other attributes."
1476,KVI-HARD-0013,0.8144,match,"The competitor product 'Glad Trash Bag Bla. 30 Gallon 15pcs BIG SALE' is a match with the KVI master list entry 'Glad Trash Bag Black 30 Gallon 15pcs'. Both have the same brand (Glad), size (30 Gallon), and pack size (15 pcs). The model 'Strong' is present in the master entry, which indicates a consistent product description. The only discrepancy is the title wording ('Black' vs 'Bla') which does not indicate a different flavor, size, or variant."
343,KVI-HARD-0003,0.8779,match,"The competitor product is '3M Duct Tape Silver 48mm BIG SALE'. The master KVI candidate '3M Duct Tape Silver 48mm' matches in brand (3M), model (Heavy), size (48mm), and physical metric units (mm). The only difference is the 'BIG SALE' in the competitor title, which is not a factor in matching."
978,KVI-FMCG-0110,0.7632,match,"The competitor product matches the master list entry in brand (Dettol), model (Original), size (500ml), and unit (ml). Therefore, it is a confirmed match."
1092,KVI-HARD-0022,1.0,match,"The competitor product 'IKEA SAMLA Box Clear 11L' matches exactly with the master product 'IKEA SAMLA Box Clear 11L' in brand (IKEA), model (SAMLA), size quantity (11L), and unit (L). Therefore, it is categorized as a match."
914,KVI-FMCG-0110,1.0,match,"The competitor product 'Dettol Antibacterial Liquid 500ml' matches the master product 'Dettol Antibacterial Liquid 500ml' by brand 'Dettol', model 'Original', exact size of 500ml, and identical unit 'ml'."
435,KVI-FMCG-0062,0.9,match,"The competitor product 'MAMA Tom Yum Goong 90g GIFT SET' has the same brand (MAMA), model (Tom Yum), and pack size (90g) as the matched master product 'MAMA Tom Yum Goong 90g'. Therefore, they match exactly without any discrepancies."
236,KVI-FMCG-0109,0.95,match,"The competitor product 'Dettol Antibacterial Liquid 250ml' matches the master entry 'Dettol Antibacterial Liquid 250ml' in brand ('Dettol'), model ('Original'), size (250ml), and unit (ml) with a similarity score of 0.954. Therefore, it is confirmed as a match."
1688,KVI-ELEC-0010,0.874,match,"The competitor product 'Samsung 25W Fast Charger 1pcs BIG SALE' matches with the master KVI product 'Samsung 25W Fast Charger 1pcs'. Both have the same brand 'Samsung', model indirectly suggested as 'EP-TA800', correct size quantity of 1 and unit 'pcs'. Therefore, they represent the same item."
21,KVI-HARD-0001,0.878,match,"The competitor product '3M Sco. Magic Tape 19mm' matches exactly with master KVI candidate '3M Scotch Magic Tape 19mm'. Both products are from the brand '3M', have the model 'Magic', and are of size 19mm, which is confirmed by their physical metric units."
501,KVI-ELEC-0040,0.8484,match,"The competitor product 'เสี่ยวมี่ Xiaomi Redmi AirDots 3 1pcs' matches exactly with the master entry 'Xiaomi Redmi AirDots 3 1pcs' in brand, model, size, and unit. Both products are clearly identified as being from the same manufacturer (Xiaomi) and have identical specifications."
1313,KVI-ELEC-0036,0.9567,match,"The competitor product has the same brand (JBL), product name (Tune Wireless Earbuds 1pcs), pack size (1.0 pcs), and the wording in the cleaned title matches the master list entry exactly."
531,KVI-ELEC-0028,0.881,no_match,"The competitor product brand 'San' does not exactly match 'SanDisk'. The product specifications including size, model, and packaging unit are present, but the brand is essential for a match."
1672,KVI-ELEC-0034,0.85,match,"The competitor product is an Anker HDMI cable of 1.8 meters, which matches the brand 'Anker', product name 'Anker HDMI Cable 1.8m', and the pack size of 1.8m exactly, satisfying all verification criteria."
799,KVI-ELEC-0040,0.9331,match,"The competitor product 'Xiaomi Redmi AirDots 3 1pcs' matches the master item 'Xiaomi Redmi AirDots 3 1pcs' by having the same brand 'Xiaomi', model 'RD3', pack size of 1.0, and unit 'pcs'. The high similarity score of 0.933 indicates a strong match without any discrepancies in flavor, size, or variant."
1870,,0.0,no_match,"The competitor product is a 'keychain' and does not match any of the available master KVI candidates which are all electronics products. Furthermore, the product's brand is not defined ('unbranded'), and the pack size is 5pcs, which does not match the pack size of 1pcs for any master candidates."
1352,KVI-FMCG-0028,0.7104,no_match,"The competitor product 'Cry. Drinking Water 350ml' does not match any item in the master list due to brand mismatch; the standard item is 'Crystal Drinking Water 350ml', which has a different brand name."
1707,KVI-HARD-0005,0.7685,match,"The competitor product 'สแตนลีย์ Stnley Hammer Claw 16oz 1pcs BUNDLE' matches the master KVI item 'Stanley Hammer Claw 16oz 1pcs' based on brand (Stanley), model identifier (STHT51512), size quantity (1pcs), and unit (pcs). The difference in the title is accounted for by the presence of 'BUNDLE', which does not change the core details of the product."
1999,,0.0,no_match,"The competitor product description refers to a 'DIY craft glue gun mini', which is not comparable to any of the master KVI candidates that focus on glue tubes by Loctite or a Bosch drill. The brands, models, and formats significantly differ, and there is no match with flavor, size, or variant."
1418,KVI-FMCG-0013,0.9637,match,"The competitor product (Fanta Orange 325ml) matches exactly with the master KVI candidate (Fanta Orange 325ml) in terms of brand (Fanta), model (Orange), size (325ml), and units (ml)."
734,KVI-HARD-0016,0.9199,match,"The product from the competitor is 'Ziploc Storage Bag Gallon 38pcs', which exactly matches the product name and specifications of the KVI master candidate 'Ziploc Storage Bag Gallon 38pcs'. The brand 'Ziploc' and model 'Storage' are identical, as is the pack size of 38 pcs, confirming an exact match."
1367,KVI-FMCG-0098,0.9,match,"The competitor product is 'Nivea Body Lotion Whitening 200ml', which matches exactly with the master entry of 'Nivea Body Lotion Whitening 200ml', both with the same brand 'Nivea', model 'Whitening', size '200ml', and unit 'ml'."
224,KVI-FMCG-0080,0.95,match,"The competitor product 'Anchor Butter Salted 227g GIFT SET' matches the master product 'Anchor Butter Salted 227g' in brand (Anchor), model (Salted), size (227g), and unit (g). The additional 'GIFT SET' descriptor does not affect the core product identity."
336,KVI-HARD-0018,0.937,match,"The competitor product 'Super Glue Loctite Original 5g' matches exactly with the KVI master item 'Super Glue Loctite Original 5g'. Both items share the brand 'Loctite', model 'Super', and both have a pack size of 5g which is appropriately measured in grams, thus confirming a match."
508,KVI-FMCG-0106,0.945,match,"The competitor product 'Downy Concentrate Lavender 600ml' matches exactly with the master product 'Downy Concentrate Lavender 600ml' in terms of brand, model, size (600ml), and units. No discrepancies found."
740,KVI-HARD-0022,0.8829,match,"The competitor product 'IKEA SAMLA Box Clear 11L BUNDLE' matches the master KVI candidate 'IKEA SAMLA Box Clear 11L' in brand (IKEA), model (SAMLA), size (11L), and units (L). The only difference is the addition of the word 'BUNDLE' which does not alter the core product identification."
202,KVI-FMCG-0086,0.7732,match,Brand: Sunsilk (matches). Model: Black (matches 'Bla.' as it appears to be a formatting error). Size: 180ml (exact match). The product matches our master list.
233,KVI-FMCG-0079,0.916,match,"The competitor product 'Anchor Butter Salted 100g' matches exactly with the master item 'Anchor Butter Salted 100g' regarding brand ('Anchor'), model ('Salted'), size quantity (100g), and unit (g)."
